symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
NE,Noble Corporation,5105289280,Energy,Oil & Gas Drilling,0.974,31.84,2,1339173,New York Stock Exchange,NYSE,US,False,False,True
RIG,Transocean Ltd.,3493125300,Energy,Oil & Gas Drilling,2.792,3.99,0,14426802,New York Stock Exchange,NYSE,CH,False,False,True
HP,"Helmerich & Payne, Inc.",3364596478,Energy,Oil & Gas Drilling,1.405,34.07,1,455435,New York Stock Exchange,NYSE,US,False,False,True
PTEN,"Patterson-UTI Energy, Inc.",3070903500,Energy,Oil & Gas Drilling,2.132,7.875,0.32,8319513,NASDAQ Global Select,NASDAQ,US,False,False,True
SDRL,Seadrill Limited,2626019999,Energy,Oil & Gas Drilling,1.587,38.15,0,862324,New York Stock Exchange,NYSE,GB,False,False,True
SOC,Sable Offshore Corp.,1765977812,Energy,Oil & Gas Drilling,0.302,21.62,0,638744,New York Stock Exchange,NYSE,US,False,False,True
DO,"Diamond Offshore Drilling, Inc.",1443949870,Energy,Oil & Gas Drilling,1.36,13.99,0,5598179,New York Stock Exchange,NYSE,US,False,False,False
PD.TO,Precision Drilling Corporation,1217306250,Energy,Oil & Gas Drilling,2.758,85.5,0,308922,Toronto Stock Exchange,TSX,CA,False,False,True
BORR,Borr Drilling Limited,1038868028,Energy,Oil & Gas Drilling,2.505,4.145,0.3,2335672,New York Stock Exchange,NYSE,BM,False,False,True
PDS,Precision Drilling Corporation,876460500,Energy,Oil & Gas Drilling,2.758,61.56,0,186444,New York Stock Exchange,NYSE,CA,False,False,True
BN.PA,Danone S.A.,42609812315,Consumer Defensive,Packaged Foods,0.466,66.2,2.1,1029733,Paris,EURONEXT,FR,False,False,True
KHC,The Kraft Heinz Company,40449771400,Consumer Defensive,Packaged Foods,0.477,33.455,1.6,8428896,NASDAQ Global Select,NASDAQ,US,False,False,True
GIS,"General Mills, Inc.",37806327900,Consumer Defensive,Packaged Foods,0.091,68.1,2.4,1331752,New York Stock Exchange,NYSE,US,False,False,True
K,Kellanova,27838484025,Consumer Defensive,Packaged Foods,0.394,80.765,2.28,762124,New York Stock Exchange,NYSE,US,False,False,True
MKC,"McCormick & Company, Incorporated",20909177082,Consumer Defensive,Packaged Foods,0.76,77.87,1.68,655790,New York Stock Exchange,NYSE,US,False,False,True
HRL,Hormel Foods Corporation,16812840240,Consumer Defensive,Packaged Foods,0.246,30.66,1.13,786618,New York Stock Exchange,NYSE,US,False,False,True
KRZ.IR,Kerry Group plc,15860719354,Consumer Defensive,Packaged Foods,0.566,93.3,1.19,273343,Irish,EURONEXT,IE,False,False,True
CAG,"Conagra Brands, Inc.",14005576185,Consumer Defensive,Packaged Foods,0.311,29.345,1.4,2594672,New York Stock Exchange,NYSE,US,False,False,True
CPB,Campbell Soup Company,13852536720,Consumer Defensive,Packaged Foods,0.174,46.545,1.48,901808,New York Stock Exchange,NYSE,US,False,False,True
SJM,The J. M. Smucker Company,12076016940,Consumer Defensive,Packaged Foods,0.235,113.49,4.32,405520,New York Stock Exchange,NYSE,US,False,False,True
ACN,Accenture plc,216840653400,Technology,Information Technology Services,1.239,347.025,5.92,2623879,New York Stock Exchange,NYSE,IE,False,False,True
IBM,International Business Machines Corporation,188535966900,Technology,Information Technology Services,0.697,204.675,6.68,4871203,New York Stock Exchange,NYSE,US,False,False,True
IBMA.BR,International Business Machines Corporation,132095872320,Technology,Information Technology Services,0.84993,145,6.64,45,Brussels,EURONEXT,US,False,False,False
FISV,"Fiserv, Inc.",114301516205,Technology,Information Technology Services,0.854327,114.23,0,0,NASDAQ Global Market,NASDAQ,US,False,False,False
FI,"Fiserv, Inc.",113587522945,Technology,Information Technology Services,0.933,199.655,0,1484363,New York Stock Exchange,NYSE,US,False,False,True
INFY,Infosys Limited,87963297729,Technology,Information Technology Services,0.569,21.185,0.5,5838739,New York Stock Exchange,NYSE,IN,False,False,True
FIS,"Fidelity National Information Services, Inc.",49439190920,Technology,Information Technology Services,1.086,90.62,1.6,1808385,New York Stock Exchange,NYSE,US,False,False,True
IT,"Gartner, Inc.",39978468600,Technology,Information Technology Services,1.323,518.8,0,155669,New York Stock Exchange,NYSE,US,False,False,True
CTSH,Cognizant Technology Solutions Corporation,36911651260,Technology,Information Technology Services,1.049,74.47,1.2,1661983,NASDAQ Global Select,NASDAQ,US,False,False,True
WIT,Wipro Limited,34906588897,Technology,Information Technology Services,0.726,6.68,0.01,1461107,New York Stock Exchange,NYSE,IN,False,False,True
CCL,Carnival Corporation & plc,27721025892,Consumer Cyclical,Leisure,2.697,22.115,0,17219315,New York Stock Exchange,NYSE,US,False,False,True
CUK,Carnival Corporation & plc,27310752045,Consumer Cyclical,Leisure,2.697,19.995,0,1122903,New York Stock Exchange,NYSE,US,False,False,True
HAS,"Hasbro, Inc.",9242684100,Consumer Cyclical,Leisure,0.599,66.3,2.8,830262,NASDAQ Global Select,NASDAQ,US,False,False,True
AS,"Amer Sports, Inc.",8925234184,Consumer Cyclical,Leisure,1.35,17.665,0,2692074,New York Stock Exchange,NYSE,FI,False,False,True
MAT,"Mattel, Inc.",6877876500,Consumer Cyclical,Leisure,0.797,20.235,0,2053067,NASDAQ Global Select,NASDAQ,US,False,False,True
PLNT,"Planet Fitness, Inc.",6640281588,Consumer Cyclical,Leisure,1.495,78.51,0,925406,New York Stock Exchange,NYSE,US,False,False,True
LTH,"Life Time Group Holdings, Inc.",4767093312,Consumer Cyclical,Leisure,1.877,23.21,0,720906,New York Stock Exchange,NYSE,US,False,False,True
FUN,Six Flags Entertainment Corporation,4157442960,Consumer Cyclical,Leisure,1.561,41.46,1.2,614109,New York Stock Exchange,NYSE,US,False,False,True
ELY,Callaway Golf Company,3952470159,Consumer Cyclical,Leisure,1.763725,21.33,4.439999999999996,2101270,New York Stock Exchange,NYSE,US,False,False,False
GOLF,Acushnet Holdings Corp.,3803699876,Consumer Cyclical,Leisure,0.851,61.535,0.86,209235,New York Stock Exchange,NYSE,US,False,False,True
AMZN,"Amazon.com, Inc.",2030793644000,Consumer Cyclical,Specialty Retail,1.147,193.49,0,25181347,NASDAQ Global Select,NASDAQ,US,False,False,True
BABA,Alibaba Group Holding Limited,236456102214,Consumer Cyclical,Specialty Retail,0.341,98.73,2,7875447,New York Stock Exchange,NYSE,CN,False,False,True
PDD,PDD Holdings Inc.,167638500937,Consumer Cyclical,Specialty Retail,0.698,120.71,0,7419813,NASDAQ Global Select,NASDAQ,CN,False,False,True
MELI,"MercadoLibre, Inc.",102520789254,Consumer Cyclical,Specialty Retail,1.606,2022.21,0,200485,NASDAQ Global Select,NASDAQ,UY,False,False,True
ATD.TO,Alimentation Couche-Tard Inc.,70150964000,Consumer Cyclical,Specialty Retail,0.892,74,0.7,780311,Toronto Stock Exchange,TSX,CA,False,False,True
ORLY,"O'Reilly Automotive, Inc.",67310974394,Consumer Cyclical,Specialty Retail,0.924,1160.42,0,176268,NASDAQ Global Select,NASDAQ,US,False,False,True
JD,"JD.com, Inc.",57545350775,Consumer Cyclical,Specialty Retail,0.422,40.1,0.76,5567326,NASDAQ Global Select,NASDAQ,CN,False,False,True
SE,Sea Limited,54625479207,Consumer Cyclical,Specialty Retail,1.519,95.11,0,2025526,New York Stock Exchange,NYSE,SG,False,False,True
AZO,"AutoZone, Inc.",51594155872,Consumer Cyclical,Specialty Retail,0.707,3020.24,0,60052,New York Stock Exchange,NYSE,US,False,False,True
CPNG,"Coupang, Inc.",46995055516,Consumer Cyclical,Specialty Retail,1.113,26.2,0,3358655,New York Stock Exchange,NYSE,KR,False,False,True
PSX,Phillips 66,51090532140,Energy,Oil & Gas Refining & Marketing,1.318,122.06,4.6,2049091,New York Stock Exchange,NYSE,US,False,False,True
MPC,Marathon Petroleum Corporation,48530485268,Energy,Oil & Gas Refining & Marketing,1.358,145.0039,3.3,1439292,New York Stock Exchange,NYSE,US,False,False,True
VLO,Valero Energy Corporation,41282693755,Energy,Oil & Gas Refining & Marketing,1.376,128.855,4.28,1577109,New York Stock Exchange,NYSE,US,False,False,True
DINO,HF Sinclair Corporation,7817772490,Energy,Oil & Gas Refining & Marketing,1.146,40.97,2,1826320,New York Stock Exchange,NYSE,US,False,False,True
HFC,HF Sinclair Corporation,7139208540,Energy,Oil & Gas Refining & Marketing,1.592027,36.39,22.15245000000001,4784780,New York Stock Exchange,NYSE,US,False,False,False
SUN,Sunoco LP,6930458080,Energy,Oil & Gas Refining & Marketing,1.295,50.96,3.5,195266,New York Stock Exchange,NYSE,US,False,False,True
PKI.TO,Parkland Corporation,5901990000,Energy,Oil & Gas Refining & Marketing,1.331,33.9,1.4,179391,Toronto Stock Exchange,TSX,CA,False,False,True
VVV,Valvoline Inc.,5221650320,Energy,Oil & Gas Refining & Marketing,1.455,40.52,0,532305,New York Stock Exchange,NYSE,US,False,False,True
UGP,Ultrapar Participações S.A.,3954198474,Energy,Oil & Gas Refining & Marketing,0.995,3.625,0.13,1046276,New York Stock Exchange,NYSE,BR,False,False,True
CSAN,Cosan S.A.,3876943667,Energy,Oil & Gas Refining & Marketing,1.028,8.335,0.35,381310,New York Stock Exchange,NYSE,BR,False,False,True
PM,Philip Morris International Inc.,205299753200,Consumer Defensive,Tobacco,0.576,132.04,5.4,2412488,New York Stock Exchange,NYSE,US,False,False,True
MO,"Altria Group, Inc.",86309138700,Consumer Defensive,Tobacco,0.684,50.585,4.08,6854208,New York Stock Exchange,NYSE,US,False,False,True
BTI,British American Tobacco p.l.c.,75995284894,Consumer Defensive,Tobacco,0.266,34.4199,2.98,6247698,New York Stock Exchange,NYSE,GB,False,False,True
VGR,Vector Group Ltd.,2359066240,Consumer Defensive,Tobacco,1.002,14.99,0.8,2233087,New York Stock Exchange,NYSE,US,False,False,False
RLX,RLX Technology Inc.,2097000779,Consumer Defensive,Tobacco,0.906,1.62,0.04,1260049,New York Stock Exchange,NYSE,CN,False,False,True
UVV,Universal Corporation,1256364576,Consumer Defensive,Tobacco,0.756,50.88,3.24,85448,New York Stock Exchange,NYSE,US,False,False,True
TPB,"Turning Point Brands, Inc.",830082726,Consumer Defensive,Tobacco,0.636,46.86,0.28,105989,New York Stock Exchange,NYSE,US,False,False,True
ISPR,Ispire Technology Inc.,339279830,Consumer Defensive,Tobacco,2.6257205,5.99,0,20757,NASDAQ Capital Market,NASDAQ,US,False,False,True
KAVL,"Kaival Brands Innovations Group, Inc.",6648810,Consumer Defensive,Tobacco,0.134,0.98,0,200515,NASDAQ Capital Market,NASDAQ,US,False,False,True
XXII,"22nd Century Group, Inc.",4620533,Consumer Defensive,Tobacco,1.393,0.1011,0,4785996,NASDAQ Capital Market,NASDAQ,US,False,False,True
VOO,Vanguard 500 Index Fund,1276682606937,Financial Services,Asset Management,1,533.32,6.7661,2097081,New York Stock Exchange Arca,AMEX,US,True,True,True
VITSX,Vanguard Total Stock Market Index Fund,1183437894317,Financial Services,Asset Management,1.01,139.75,0.952,0,NASDAQ,NASDAQ,US,False,True,True
VTSAX,Vanguard Total Stock Market Index Fund,1183268601843,Financial Services,Asset Management,1.01,139.73,0.9450000000000001,0,NASDAQ,NASDAQ,US,False,True,True
FXAIX,Fidelity 500 Index Fund,599394746183,Financial Services,Asset Management,1,202.69,1.88,0,NASDAQ,NASDAQ,US,False,True,True
VTI,Vanguard Total Stock Market Index Fund,594110392778,Financial Services,Asset Management,1.01,286.495,3.7348,1987675,New York Stock Exchange Arca,AMEX,US,True,True,True
IVV,iShares Core S&P 500 ETF,545282978610,Financial Services,Asset Management,1,582.9727,7.43637,1669920,New York Stock Exchange Arca,AMEX,US,True,False,True
SPY,SPDR S&P 500 ETF Trust,532616432703,Financial Services,Asset Management,1,580.33,7.00556,25001561,New York Stock Exchange Arca,AMEX,US,True,False,True
VXUS,Vanguard Total Intl Stock Idx Fund,460213623765,Financial Services,Asset Management,1.03,62.25,1.8264,1644136,NASDAQ Global Market,NASDAQ,US,True,True,True
VMCPX,Vanguard Mid-Cap Index Fund Institutional Plus Shares,334339702518,Financial Services,Asset Management,1.04,358.94,3.07083,0,NASDAQ,NASDAQ,,False,True,True
VINIX,Vanguard Institutional Index Fund Institutional Shares,309798010698,Financial Services,Asset Management,1,480.29,3.2329999999999997,0,NASDAQ,NASDAQ,US,False,True,True
TT,Trane Technologies plc,84438943900,Industrials,Construction,1.214,374.17,3.36,1525666,New York Stock Exchange,NYSE,IE,False,False,True
CARR,Carrier Global Corporation,66013476525,Industrials,Construction,1.192,73.575,0.76,2779112,New York Stock Exchange,NYSE,US,False,False,True
DHI,"D.R. Horton, Inc.",55488747600,Consumer Cyclical,Residential Construction,1.727,170.19,1.2,3237231,New York Stock Exchange,NYSE,US,False,False,True
JCI,Johnson Controls International plc,50996188760,Industrials,Construction,1.302,76.34,1.48,2143959,New York Stock Exchange,NYSE,IE,False,False,True
LEN,Lennar Corporation,46275648662,Consumer Cyclical,Residential Construction,1.608,171.96,2,1248214,New York Stock Exchange,NYSE,US,False,False,True
SGO.PA,Compagnie de Saint-Gobain S.A.,41703305030,Industrials,Construction,1.392,83.48,2.1,1304511,Paris,EURONEXT,FR,False,False,True
NVR,"NVR, Inc.",27983541041,Consumer Cyclical,Residential Construction,1.189,9092.68,0,8031,New York Stock Exchange,NYSE,US,False,False,True
PHM,"PulteGroup, Inc.",26761150180,Consumer Cyclical,Residential Construction,1.63,130.49,0.8,849480,New York Stock Exchange,NYSE,US,False,False,True
LII,Lennox International Inc.,21364717942,Industrials,Construction,1.078,599.74,4.6,113401,New York Stock Exchange,NYSE,US,False,False,True
BLDR,"Builders FirstSource, Inc.",20164592370,Industrials,Construction,2.067,173.155,0,700963,New York Stock Exchange,NYSE,US,False,False,True
NGT.TO,Newmont Corporation,74249709000,Basic Materials,Gold,0.513,65.22,1.38,270114,Toronto Stock Exchange,TSX,US,False,False,True
AEM.TO,Agnico Eagle Mines Limited,61001244334,Basic Materials,Gold,1.098,122.445,2.17,541011,Toronto Stock Exchange,TSX,CA,False,False,True
NEM,Newmont Corporation,53427458500,Basic Materials,Gold,0.513,46.93,1,8718553,New York Stock Exchange,NYSE,US,False,False,True
ABX.TO,Barrick Gold Corporation,48752184950,Basic Materials,Gold,0.48,27.815,0.54,2039919,Toronto Stock Exchange,TSX,CA,False,False,True
AEM,Agnico Eagle Mines Limited,43895786992,Basic Materials,Gold,1.098,88.11,1.6,1577966,New York Stock Exchange,NYSE,CA,False,False,True
WPM.TO,Wheaton Precious Metals Corp.,42732417000,Basic Materials,Gold,0.699,94.2,0.84,754849,Toronto Stock Exchange,TSX,CA,False,False,True
FNV.TO,Franco-Nevada Corporation,36461067960,Basic Materials,Gold,0.684,189.48,1.94,137380,Toronto Stock Exchange,TSX,CA,False,False,True
GOLD,Barrick Gold Corporation,35098418250,Basic Materials,Gold,0.48,20.025,0.4,22653023,New York Stock Exchange,NYSE,CA,False,False,True
WPM,Wheaton Precious Metals Corp.,30756453000,Basic Materials,Gold,0.699,67.8,0.62,1585174,New York Stock Exchange,NYSE,CA,False,False,True
FNV,Franco-Nevada Corporation,26246080665,Basic Materials,Gold,0.684,136.395,1.44,299846,New York Stock Exchange,NYSE,CA,False,False,True
WMT,Walmart Inc.,654755653750,Consumer Defensive,Discount Stores,0.516,81.455,0.83,5346156,New York Stock Exchange,NYSE,US,False,False,True
COST,Costco Wholesale Corporation,389393369530,Consumer Defensive,Discount Stores,0.787,878.845,4.64,827825,NASDAQ Global Select,NASDAQ,US,False,False,True
TGT,Target Corporation,68401024000,Consumer Defensive,Discount Stores,1.238,148.48,4.48,1371488,New York Stock Exchange,NYSE,US,False,False,True
DOL.TO,Dollarama Inc.,40657870080,Consumer Defensive,Discount Stores,0.555,144.64,0.37,210631,Toronto Stock Exchange,TSX,CA,False,False,True
DG,Dollar General Corporation,17394176925,Consumer Defensive,Discount Stores,0.445,79.095,2.36,2049487,New York Stock Exchange,NYSE,US,False,False,True
DLTR,"Dollar Tree, Inc.",13643392320,Consumer Defensive,Discount Stores,0.864,63.46,0,3133801,NASDAQ Global Select,NASDAQ,US,False,False,True
BJ,"BJ's Wholesale Club Holdings, Inc.",11256551400,Consumer Defensive,Discount Stores,0.244,84.9,0,335847,New York Stock Exchange,NYSE,US,False,False,True
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",5575342592,Consumer Defensive,Discount Stores,0.839,90.88,0,488028,NASDAQ Global Market,NASDAQ,US,False,False,True
TBBB,BBB Foods Inc.,3612303243,Consumer Defensive,Discount Stores,,32.195,0,395061,New York Stock Exchange,NYSE,MX,False,False,True
PSMT,"PriceSmart, Inc.",2742037305,Consumer Defensive,Discount Stores,0.852,89.495,1.16,75608,NASDAQ Global Select,NASDAQ,US,False,False,True
BKNG,Booking Holdings Inc.,149597103474,Consumer Cyclical,Travel Services,1.402,4462.335,35,206720,NASDAQ Global Select,NASDAQ,US,False,False,True
ABNB,"Airbnb, Inc.",88075654413,Consumer Cyclical,Travel Services,1.172,137.27,0,1796036,NASDAQ Global Select,NASDAQ,US,False,False,True
RCL,Royal Caribbean Cruises Ltd.,53847115600,Consumer Cyclical,Travel Services,2.622,209.18,1.6,2195426,New York Stock Exchange,NYSE,US,False,False,True
TCOM,Trip.com Group Limited,42026827608,Consumer Cyclical,Travel Services,0.404,65.25,0,2086050,NASDAQ Global Select,NASDAQ,CN,False,False,True
EXPE,"Expedia Group, Inc.",20057150400,Consumer Cyclical,Travel Services,1.795,160.9,0,781271,NASDAQ Global Select,NASDAQ,US,False,False,True
VIK,Viking Holdings Ltd,16936122556,Consumer Cyclical,Travel Services,0.48,39.24,0,984048,New York Stock Exchange,NYSE,BM,False,False,True
MMYT,MakeMyTrip Limited,11159390210,Consumer Cyclical,Travel Services,1.284,101.65,0,258512,NASDAQ Global Select,NASDAQ,IN,False,False,True
NCLH,Norwegian Cruise Line Holdings Ltd.,10567973185,Consumer Cyclical,Travel Services,2.718,24.035,0,8118413,New York Stock Exchange,NYSE,US,False,False,True
TNL,Travel + Leisure Co.,3361768640,Consumer Cyclical,Travel Services,1.639,49.145,2,279869,New York Stock Exchange,NYSE,US,False,False,True
MMB.PA,Lagardere SA,2983853148,Consumer Cyclical,Travel Services,1.058,21.2,0.65,12459,Paris,EURONEXT,FR,False,False,True
GE,General Electric Company,189103120250,Industrials,Aerospace & Defense,1.181,174.725,1.12,2363539,New York Stock Exchange,NYSE,US,False,False,True
RTX,RTX Corporation,162276760482,Industrials,Aerospace & Defense,0.543,121.9191,2.52,2275248,New York Stock Exchange,NYSE,US,False,False,True
BOEI.BR,The Boeing Company,135117688832,Industrials,Aerospace & Defense,1.428423,224,13.695,22,Brussels,EURONEXT,US,False,False,False
LMT,Lockheed Martin Corporation,129615478700,Industrials,Aerospace & Defense,0.47,546.82,13.2,640530,New York Stock Exchange,NYSE,US,False,False,True
AIR.PA,Airbus SE,110604848891,Industrials,Aerospace & Defense,1.592,139.74,1.8,1013455,Paris,EURONEXT,NL,False,False,True
BA,The Boeing Company,95619875895,Industrials,Aerospace & Defense,1.569,155.185,0,22762334,New York Stock Exchange,NYSE,US,False,False,True
SAF.PA,Safran SA,88069432973,Industrials,Aerospace & Defense,1.316,209.5,2.2,481786,Paris,EURONEXT,FR,False,False,True
GD,General Dynamics Corporation,83215243315,Industrials,Aerospace & Defense,0.606,302.635,5.68,434802,New York Stock Exchange,NYSE,US,False,False,True
TDG,TransDigm Group Incorporated,74817257418,Industrials,Aerospace & Defense,1.411,1333.37,110,127253,New York Stock Exchange,NYSE,US,False,False,True
NOC,Northrop Grumman Corporation,73812000900,Industrials,Aerospace & Defense,0.337,506.62,8.24,437543,New York Stock Exchange,NYSE,US,False,False,True
ODFL,"Old Dominion Freight Line, Inc.",43648012960,Industrials,Trucking,0.992,203.68,1.04,913627,NASDAQ Global Select,NASDAQ,US,False,False,True
TFII.TO,TFI International Inc.,15815723763,Industrials,Trucking,1.371,186.87,2.48,86705,Toronto Stock Exchange,TSX,CA,False,False,True
SAIA,"Saia, Inc.",13052450112,Industrials,Trucking,1.743,490.88,0,377666,NASDAQ Global Select,NASDAQ,US,False,False,True
TFII,TFI International Inc.,11383394050,Industrials,Trucking,1.371,134.5,1.8,129887,New York Stock Exchange,NYSE,CA,False,False,True
KNX,Knight-Swift Transportation Holdings Inc.,8592550440,Industrials,Trucking,0.93,53.085,0.64,990547,New York Stock Exchange,NYSE,US,False,False,True
SNDR,"Schneider National, Inc.",4988366271,Industrials,Trucking,0.807,28.45,0.38,220613,New York Stock Exchange,NYSE,US,False,False,True
RXO,"RXO, Inc.",4576819150,Industrials,Trucking,1.163,29,0,332422,New York Stock Exchange,NYSE,US,False,False,True
ARCB,ArcBest Corporation,2528956034,Industrials,Trucking,1.463,106.9525,0.48,201340,NASDAQ Global Select,NASDAQ,US,False,False,True
WERN,"Werner Enterprises, Inc.",2297395926,Industrials,Trucking,0.794,37.17,0.56,1157096,NASDAQ Global Select,NASDAQ,US,False,False,True
MTL.TO,Mullen Group Ltd.,1322537397,Industrials,Trucking,1.818,15.09,0.84,133529,Toronto Stock Exchange,TSX,CA,False,False,True
VRSK,"Verisk Analytics, Inc.",38942994320,Industrials,Consulting Services,0.861,273.43,1.56,437363,NASDAQ Global Select,NASDAQ,US,False,False,True
EFX,Equifax Inc.,33470758560,Industrials,Consulting Services,1.58,270.03,1.56,437027,New York Stock Exchange,NYSE,US,False,False,True
BAH,Booz Allen Hamilton Holding Corporation,23432929335,Industrials,Consulting Services,0.593,183.395,2.04,486595,New York Stock Exchange,NYSE,US,False,False,True
TRU,TransUnion,19979199000,Industrials,Consulting Services,1.622,102.51,0.42,540253,New York Stock Exchange,NYSE,US,False,False,True
BVI.PA,Bureau Veritas SA,13115473270,Industrials,Consulting Services,0.877,29.32,0.83,788278,Paris,EURONEXT,FR,False,False,True
INFO,IHS Markit Ltd.,8077784000,Industrials,Consulting Services,1.045748,20.24,0,800,New York Stock Exchange,NYSE,GB,False,False,True
FCN,"FTI Consulting, Inc.",7206203125,Industrials,Consulting Services,0.094,200.4825,0,251747,New York Stock Exchange,NYSE,US,False,False,True
EXPO,"Exponent, Inc.",4895005243,Industrials,Consulting Services,0.664,96.49,1.12,143666,NASDAQ Global Select,NASDAQ,US,False,False,True
ICFI,"ICF International, Inc.",3227235635,Industrials,Consulting Services,0.611,172.055,0.56,27334,NASDAQ Global Select,NASDAQ,US,False,False,True
HURN,Huron Consulting Group Inc.,2079245857,Industrials,Consulting Services,0.612,116.87,0,114347,NASDAQ Global Select,NASDAQ,US,False,False,True
AA,Alcoa Corporation,10421435560,Basic Materials,Aluminum,2.426,40.34,0.4,2724121,New York Stock Exchange,NYSE,US,False,False,True
CSTM,Constellium SE,1659066000,Basic Materials,Aluminum,1.934,11.3,0,1039999,New York Stock Exchange,NYSE,FR,False,False,True
CENX,Century Aluminum Company,1650193675,Basic Materials,Aluminum,2.478,17.785,0,485853,NASDAQ Global Select,NASDAQ,US,False,False,True
KALU,Kaiser Aluminum Corporation,1233949600,Basic Materials,Aluminum,1.319,76.7,3.08,95374,NASDAQ Global Select,NASDAQ,US,False,False,True
ALLUX.PA,Installux S.A.,94531164,Basic Materials,Aluminum,0.533,338,8,9,Paris,EURONEXT,FR,False,False,True
ALCOI.PA,Coil S.A./N.V.,12194619,Basic Materials,Aluminum,0.642,4.17,0,443,Paris,EURONEXT,BE,False,False,True
MLDYN.PA,Dynafond Société Anonyme,2837741,Basic Materials,Aluminum,0.233384,1.89,0.25,700,Paris,EURONEXT,FR,False,False,False
ACH,Aluminum Corporation of China Limited,0,Basic Materials,Aluminum,2.287606,9.04,3.5589999999999997,32748,New York Stock Exchange,NYSE,CN,False,False,False
EDU,New Oriental Education & Technology Group Inc.,10326038705,Consumer Defensive,Education & Training Services,0.466,63.145,0.58,526600,New York Stock Exchange,NYSE,CN,False,False,True
TAL,TAL Education Group,6910921606,Consumer Defensive,Education & Training Services,0.036,11.07,0,4055758,New York Stock Exchange,NYSE,CN,False,False,True
LRN,"Stride, Inc.",4100746475,Consumer Defensive,Education & Training Services,0.266,94.07,0,676476,New York Stock Exchange,NYSE,US,False,False,True
LOPE,"Grand Canyon Education, Inc.",4037136670,Consumer Defensive,Education & Training Services,0.694,137.05,0,69800,NASDAQ Global Select,NASDAQ,US,False,False,True
GHC,Graham Holdings Company,3737706291,Consumer Defensive,Education & Training Services,1.116,849.515,6.88,10944,New York Stock Exchange,NYSE,US,False,False,True
KLC,"KinderCare Learning Companies, Inc.",3449325840,Consumer Defensive,Education & Training Services,0,29.24,0,86588,New York Stock Exchange,NYSE,US,False,False,True
ATGE,Adtalem Global Education Inc.,3095365011,Consumer Defensive,Education & Training Services,0.953,81.935,0,823730,New York Stock Exchange,NYSE,US,False,False,True
LAUR,"Laureate Education, Inc.",2384293980,Consumer Defensive,Education & Training Services,0.872,15.63,0.7,134854,NASDAQ Global Select,NASDAQ,US,False,False,True
STRA,"Strategic Education, Inc.",2176919430,Consumer Defensive,Education & Training Services,0.563,88.41,2.4,56648,NASDAQ Global Select,NASDAQ,US,False,False,True
AFYA,Afya Limited,1528769502,Consumer Defensive,Education & Training Services,0.919,16.95,0,75238,NASDAQ Global Select,NASDAQ,BR,False,False,True
UNP,Union Pacific Corporation,140888064230,Industrials,Railroads,1.05,232.39,5.36,1532746,New York Stock Exchange,NYSE,US,False,False,True
CP.TO,Canadian Pacific Railway Limited,101379933900,Industrials,Railroads,0.786,108.62,0.76,518072,Toronto Stock Exchange,TSX,CA,False,False,True
CNR.TO,Canadian National Railway Company,96036624000,Industrials,Railroads,0.649,152.73,3.38,519704,Toronto Stock Exchange,TSX,CA,False,False,True
CP,Canadian Pacific Railway Limited,72961445340,Industrials,Railroads,0.786,78.172,0.55,1547435,New York Stock Exchange,NYSE,CA,False,False,True
CNI,Canadian National Railway Company,69112665600,Industrials,Railroads,0.649,109.912,2.44,479246,New York Stock Exchange,NYSE,CA,False,False,True
CSX,CSX Corporation,64727417300,Industrials,Railroads,1.189,33.565,0.48,6783576,NASDAQ Global Select,NASDAQ,US,False,False,True
NSC,Norfolk Southern Corporation,56989856000,Industrials,Railroads,1.305,251.9,5.4,582495,New York Stock Exchange,NYSE,US,False,False,True
WAB,Westinghouse Air Brake Technologies Corporation,32449394200,Industrials,Railroads,1.275,188.78,0.8,413822,New York Stock Exchange,NYSE,US,False,False,True
ALO.PA,Alstom SA,9276351000,Industrials,Railroads,1.267,20.1,0.24,493532,Paris,EURONEXT,FR,False,False,True
GET.PA,Getlink SE,8433672525,Industrials,Railroads,0.914,15.58,0.55,607200,Paris,EURONEXT,FR,False,False,True
ADP,"Automatic Data Processing, Inc.",119117818080,Industrials,Staffing & Employment Services,0.801,292.08,5.6,976486,NASDAQ Global Select,NASDAQ,US,False,False,True
PAYX,"Paychex, Inc.",50816795178,Industrials,Staffing & Employment Services,0.993,141.259,3.92,716902,NASDAQ Global Select,NASDAQ,US,False,False,True
RAND.AS,Randstad N.V.,7455664974,Industrials,Staffing & Employment Services,1.266,42.57,2.28,216536,Amsterdam,EURONEXT,NL,False,False,True
RHI,Robert Half International Inc.,7171608440,Industrials,Staffing & Employment Services,1.229,68.92,2.12,386931,New York Stock Exchange,NYSE,US,False,False,True
BZ,Kanzhun Limited,6469439681,Industrials,Staffing & Employment Services,0.512,14.995,0.18,2009698,NASDAQ Global Select,NASDAQ,CN,False,False,True
TNET,"TriNet Group, Inc.",4266510560,Industrials,Staffing & Employment Services,1.172,86.06,1,337148,New York Stock Exchange,NYSE,US,False,False,True
KFY,Korn Ferry,3683650745,Industrials,Staffing & Employment Services,1.546,70.825,1.4,128432,New York Stock Exchange,NYSE,US,False,False,True
